Data_Month_Date,Country,HB_Treatment_Description,Treatment_Location_Code,Treatment_Location_Name,ED_MIU,Number_Of_Attendances_agg,Number_of_Attendances_Epi,Number_Meeting_Target_agg,Number_Meeting_Target_epi,Discharge_destination_admission_to_same,Discharge_destination_other_spec,Discharge_destination_residence,Discharge_destination_transfer,Discharge_destination_unknown,Attendance_greater_8hrs,Attendances_greater_12hrs
Jan-16,NHS Scotland,NHS Highland,C122H,Campbeltown Hospital,MIU/Other,361,,357,,,,,,,,
Jan-16,NHS Scotland,NHS Highland,H101H,Dunbar Hospital,MIU/Other,205,,205,,,,,,,,
Jan-16,NHS Scotland,NHS Highland,H103H,Caithness General Hospital - ED,ED,549,549,517,517,194,0,355,0,0,5,0
Jan-16,NHS Scotland,NHS Highland,H106H,Lawson Memorial Hospital,MIU/Other,18,,18,,,,,,,,
Jan-16,NHS Scotland,NHS Highland,H202H,Raigmore Hospital - ED,ED,2711,2711,2504,2504,786,5,1902,18,0,6,0
Jan-16,NHS Scotland,NHS Highland,H208H,Nairn Town And County Hospital,MIU/Other,361,,361,,,,,,,,
Jan-16,NHS Scotland,NHS Highland,H210H,Ian Charles Community Hospital,MIU/Other,60,,60,,,,,,,,
Jan-16,NHS Scotland,NHS Highland,H212H,Belford Hospital - ED,ED,584,584,553,553,117,3,460,4,0,1,0
Jan-16,NHS Scotland,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,MIU/Other,335,,335,,,,,,,,
Jan-16,NHS Scotland,NHS Highland,H215H,Portree Community Hospital,MIU/Other,179,,179,,,,,,,,
Jan-16,NHS Scotland,NHS Highland,H217H,Ross Memorial Hospital,MIU/Other,87,,87,,,,,,,,
Jan-16,NHS Scotland,NHS Highland,H219H,County Community Hospital,MIU/Other,124,,124,,,,,,,,
Jan-16,NHS Scotland,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,MIU/Other,312,,306,,,,,,,,
Jan-16,NHS Scotland,NHS Highland,H227B,Aviemore Health Centre,MIU/Other,134,,134,,,,,,,,
Jan-16,NHS Scotland,NHS Highland,H227H,Mull And Iona Community Hospital,MIU/Other,42,,41,,,,,,,,
Jan-16,NHS Scotland,NHS Lanarkshire,L106H,University Hospital Monklands - ED,ED,5494,5494,5207,5207,1953,8,3394,81,58,7,0
Jan-16,NHS Scotland,NHS Lanarkshire,L206H,Kello Hospital,MIU/Other,54,,54,,,,,,,,
Jan-16,NHS Scotland,NHS Lanarkshire,L207H,Lady Home Hospital,MIU/Other,98,,98,,,,,,,,
Jan-16,NHS Scotland,NHS Lanarkshire,L302H,University Hospital Hairmyres - ED,ED,5042,5042,4236,4236,1497,8,3440,88,9,220,90
Jan-16,NHS Scotland,NHS Lanarkshire,L308H,University Hospital Wishaw - ED,ED,5390,5390,4647,4647,1329,10,3844,66,141,109,26
Jan-16,NHS Scotland,NHS Lothian,S108H,Edington Cottage Hospital,MIU/Other,105,,105,,,,,,,,
Jan-16,NHS Scotland,NHS Lothian,S116H,Western General Hospital,MIU/Other,3562,3562,2854,2854,1185,0,2361,16,0,296,190
Jan-16,NHS Scotland,NHS Lothian,S308H,St John's Hospital - ED,ED,4591,4591,4170,4170,1121,10,3376,84,0,42,3
Jan-16,NHS Scotland,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - ED,ED,9872,9872,8561,8561,2810,22,6826,214,0,287,38
Jan-16,NHS Scotland,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - ED,ED,3764,3764,3688,3688,526,0,3237,1,0,1,0
Jan-16,NHS Scotland,NHS Orkney,R103H,Balfour Hospital - ED,ED,457,457,449,449,155,0,295,1,6,0,0
Jan-16,NHS Scotland,NHS Shetland,Z102H,Gilbert Bain Hospital - ED,ED,607,607,581,581,162,0,426,2,17,1,0
Jan-16,NHS Scotland,NHS Tayside,T101H,Ninewells Hospital - ED,ED,3685,3685,3614,3614,1212,5,2202,262,4,0,0
Jan-16,NHS Scotland,NHS Tayside,T202H,Perth Royal Infirmary - ED,ED,2007,2007,1985,1985,354,4,1326,323,0,0,0
Jan-16,NHS Scotland,NHS Tayside,T205H,St Margaret's Hospital,MIU/Other,25,25,25,25,0,0,19,4,2,0,0
Jan-16,NHS Scotland,NHS Tayside,T209H,Blairgowrie Community Hospital,MIU/Other,240,240,240,240,1,0,227,9,3,0,0
Jan-16,NHS Scotland,NHS Tayside,T304H,Arbroath Infirmary,MIU/Other,1043,1043,1041,1041,0,0,958,84,1,0,0
Jan-16,NHS Scotland,NHS Tayside,T305H,Brechin Infirmary,MIU/Other,132,132,132,132,0,0,117,14,1,0,0
Jan-16,NHS Scotland,NHS Tayside,T316H,Crieff Community Hospital,MIU/Other,122,122,122,122,0,0,112,8,2,0,0
Jan-16,NHS Scotland,NHS Tayside,T319H,Whitehills Health And Community Care Centre,MIU/Other,562,562,562,562,0,0,536,26,0,0,0
Jan-16,NHS Scotland,NHS Tayside,T320H,Pitlochry Community Hospital,MIU/Other,121,121,121,121,0,0,105,13,3,0,0
Jan-16,NHS Scotland,NHS Tayside,T357C,Links Health Centre,MIU/Other,488,488,488,488,0,0,451,37,0,0,0
Jan-16,NHS Scotland,NHS Western Isles,W106H,St Brendan's Hospital,MIU/Other,23,,23,,,,,,,,
Jan-16,NHS Scotland,NHS Western Isles,W107H,Western Isles Hospital - ED,ED,480,480,475,475,138,0,337,2,3,0,0
Jan-16,NHS Scotland,NHS Western Isles,W108H,Uist & Barra Hospital,MIU/Other,120,,120,,,,,,,,
Feb-16,NHS Scotland,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,MIU/Other,140,,136,,,,,,,,
Feb-16,NHS Scotland,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,MIU/Other,46,,46,,,,,,,,
Feb-16,NHS Scotland,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - ED,ED,6148,6148,5606,5606,2716,8,3133,106,185,77,18
Feb-16,NHS Scotland,NHS Ayrshire & Arran,A210H,University Hospital Ayr - ED,ED,3422,3422,3020,3020,1348,8,1844,99,123,87,21
Feb-16,NHS Scotland,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,MIU/Other,68,,68,,,,,,,,
Feb-16,NHS Scotland,NHS Borders,B103H,Knoll Community Hospital,MIU/Other,9,,9,,,,,,,,
Feb-16,NHS Scotland,NHS Borders,B105H,Hawick Community  Hospital,MIU/Other,46,,46,,,,,,,,
Feb-16,NHS Scotland,NHS Borders,B114H,Kelso Community Hospital,MIU/Other,5,,5,,,,,,,,
Feb-16,NHS Scotland,NHS Borders,B118H,Hay Lodge Hospital,MIU/Other,21,,21,,,,,,,,
Feb-16,NHS Scotland,NHS Borders,B120H,Borders General Hospital - ED,ED,1990,1990,1892,1892,700,4,1138,135,13,0,0
Feb-16,NHS Scotland,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,MIU/Other,10,,10,,,,,,,,
Feb-16,NHS Scotland,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,MIU/Other,27,,27,,,,,,,,
Feb-16,NHS Scotland,NHS Dumfries & Galloway,Y109H,Moffat Hospital,MIU/Other,1,,1,,,,,,,,
Feb-16,NHS Scotland,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,MIU/Other,7,7,7,7,0,0,5,0,2,0,0
Feb-16,NHS Scotland,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - ED,ED,865,865,836,836,79,0,696,70,20,3,0
Feb-16,NHS Scotland,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - ED,ED,2747,2747,2596,2596,1031,2,1610,62,42,3,0
Feb-16,NHS Scotland,NHS Fife,F704H,Victoria Hospital (NHS Fife) - ED,ED,5041,5041,4743,4743,1351,9,3432,99,150,35,3
Feb-16,NHS Scotland,NHS Fife,F708H,Adamson Hospital,MIU/Other,145,,145,,,,,,,,
Feb-16,NHS Scotland,NHS Fife,F709H,St Andrews Community Hospital,MIU/Other,306,,306,,,,,,,,
Feb-16,NHS Scotland,NHS Fife,F805H,Queen Margaret Hospital,MIU/Other,1741,1741,1740,1740,12,0,1595,122,12,0,0
Feb-16,NHS Scotland,NHS Forth Valley,V201H,Stirling Health And Care Village,MIU/Other,1236,1236,1235,1235,1,0,872,40,323,0,0
Feb-16,NHS Scotland,NHS Forth Valley,V217H,Forth Valley Royal Hospital - ED,ED,5057,5057,4684,4684,1334,6,2915,34,768,17,0
Feb-16,NHS Scotland,NHS Grampian,N101H,Aberdeen Royal Infirmary - ED,ED,4737,4737,4468,4468,1298,8,3014,27,390,4,0
Feb-16,NHS Scotland,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - ED,ED,1252,1252,1237,1237,139,0,1049,0,64,0,0
Feb-16,NHS Scotland,NHS Grampian,N151H,Aboyne Hospital,MIU/Other,63,,63,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N331H,Inverurie Hospital,MIU/Other,10,,10,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N332H,Insch War Memorial Hospital,MIU/Other,17,,17,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N333H,Peterhead Community Hospital,MIU/Other,1333,,1327,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N334H,Fraserburgh Hospital,MIU/Other,669,,666,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N335H,Jubilee Hospital,MIU/Other,257,,251,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N336H,Turriff Hospital,MIU/Other,197,,197,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N337H,Chalmers Hospital,MIU/Other,229,,224,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N411H,Dr Gray's Hospital - ED,ED,1904,1904,1803,1803,398,1,1435,11,59,4,0
Feb-16,NHS Scotland,NHS Grampian,N431H,Seafield Hospital,MIU/Other,28,,28,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N432H,Stephen Hospital,MIU/Other,31,,31,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N433H,Turner Memorial Hospital,MIU/Other,83,,83,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N451H,Fleming Hospital,MIU/Other,25,,25,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N494H,Kincardine Community Hospital,MIU/Other,106,,106,,,,,,,,
Feb-16,NHS Scotland,NHS Grampian,N683C,Forres Health & Care Centre,MIU/Other,47,,47,,,,,,,,
Feb-16,NHS Scotland,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,MIU/Other,1225,1225,1183,1183,210,0,916,89,10,1,0
Feb-16,NHS Scotland,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - ED,ED,2613,2613,2502,2502,722,2,1654,65,170,2,0
Feb-16,NHS Scotland,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - ED,ED,5360,5360,4848,4848,1880,11,3244,107,118,30,0
Feb-16,NHS Scotland,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - ED,ED,7295,7295,6454,6454,2227,13,4651,128,276,17,0
Feb-16,NHS Scotland,NHS Greater Glasgow & Clyde,G207H,New Stobhill Hospital,MIU/Other,1554,1554,1548,1548,0,0,1417,82,55,0,0
Feb-16,NHS Scotland,NHS Greater Glasgow & Clyde,G306H,New Victoria Hospital,MIU/Other,2347,2347,2346,2346,5,1,2058,267,16,0,0
Feb-16,NHS Scotland,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital - ED,ED,7287,7287,6364,6364,2258,27,4716,153,133,90,4
Feb-16,NHS Scotland,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - ED,ED,4769,4769,4751,4751,876,1,3884,0,8,0,0
Feb-16,NHS Scotland,NHS Greater Glasgow & Clyde,G516H,West Glasgow MIU,MIU/Other,887,887,886,886,1,0,824,61,1,0,0
Feb-16,NHS Scotland,NHS Highland,C106H,Cowal Community Hospital,MIU/Other,547,,547,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,C108H,Islay Hospital,MIU/Other,75,,73,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,C113H,Victoria Hospital (NHS Highland),MIU/Other,332,,327,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,C121H,Lorn & Islands Hospital - ED,ED,539,539,536,536,142,0,378,19,0,0,0
Feb-16,NHS Scotland,NHS Highland,C122H,Campbeltown Hospital,MIU/Other,374,,370,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,H101H,Dunbar Hospital,MIU/Other,205,,204,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,H103H,Caithness General Hospital - ED,ED,552,552,520,520,182,0,367,3,0,1,0
Feb-16,NHS Scotland,NHS Highland,H106H,Lawson Memorial Hospital,MIU/Other,12,,12,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,H202H,Raigmore Hospital - ED,ED,2595,2595,2329,2329,804,4,1772,15,0,21,2
Feb-16,NHS Scotland,NHS Highland,H208H,Nairn Town And County Hospital,MIU/Other,381,,381,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,H210H,Ian Charles Community Hospital,MIU/Other,71,,71,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,H212H,Belford Hospital - ED,ED,632,632,615,615,122,1,504,5,0,2,0
Feb-16,NHS Scotland,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,MIU/Other,299,,299,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,H215H,Portree Community Hospital,MIU/Other,166,,166,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,H217H,Ross Memorial Hospital,MIU/Other,104,,104,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,H219H,County Community Hospital,MIU/Other,163,,163,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,MIU/Other,306,,290,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,H227B,Aviemore Health Centre,MIU/Other,180,,180,,,,,,,,
Feb-16,NHS Scotland,NHS Highland,H227H,Mull And Iona Community Hospital,MIU/Other,34,,34,,,,,,,,
Feb-16,NHS Scotland,NHS Lanarkshire,L106H,University Hospital Monklands - ED,ED,5286,5286,4985,4985,1868,13,3303,67,35,12,0
Feb-16,NHS Scotland,NHS Lanarkshire,L206H,Kello Hospital,MIU/Other,59,,59,,,,,,,,
Feb-16,NHS Scotland,NHS Lanarkshire,L207H,Lady Home Hospital,MIU/Other,65,,65,,,,,,,,
Feb-16,NHS Scotland,NHS Lanarkshire,L302H,University Hospital Hairmyres - ED,ED,4921,4921,4519,4519,1462,4,3372,74,9,76,30
Feb-16,NHS Scotland,NHS Lanarkshire,L308H,University Hospital Wishaw - ED,ED,5084,5084,4589,4589,1188,6,3738,56,96,37,4
Feb-16,NHS Scotland,NHS Lothian,S108H,Edington Cottage Hospital,MIU/Other,99,,99,,,,,,,,
Feb-16,NHS Scotland,NHS Lothian,S116H,Western General Hospital,MIU/Other,3590,3590,3093,3093,1153,1,2419,17,0,169,105
Feb-16,NHS Scotland,NHS Lothian,S308H,St John's Hospital - ED,ED,4316,4316,3752,3752,1011,5,3221,79,0,59,6
Feb-16,NHS Scotland,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - ED,ED,9536,9536,8123,8123,2606,20,6719,191,0,332,76
Feb-16,NHS Scotland,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - ED,ED,3960,3960,3863,3863,479,0,3481,0,0,2,0
Feb-16,NHS Scotland,NHS Orkney,R103H,Balfour Hospital - ED,ED,403,403,399,399,122,0,279,0,2,0,0
Feb-16,NHS Scotland,NHS Shetland,Z102H,Gilbert Bain Hospital - ED,ED,603,603,564,564,187,2,389,1,24,1,0
Feb-16,NHS Scotland,NHS Tayside,T101H,Ninewells Hospital - ED,ED,3713,3713,3654,3654,1115,7,2325,262,4,0,0
Feb-16,NHS Scotland,NHS Tayside,T202H,Perth Royal Infirmary - ED,ED,1883,1883,1855,1855,333,2,1253,295,0,3,0
Feb-16,NHS Scotland,NHS Tayside,T205H,St Margaret's Hospital,MIU/Other,22,22,22,22,0,0,21,1,0,0,0
Feb-16,NHS Scotland,NHS Tayside,T209H,Blairgowrie Community Hospital,MIU/Other,270,270,270,270,0,0,255,12,3,0,0
Feb-16,NHS Scotland,NHS Tayside,T304H,Arbroath Infirmary,MIU/Other,966,966,965,965,0,0,885,78,3,0,0
Feb-16,NHS Scotland,NHS Tayside,T305H,Brechin Infirmary,MIU/Other,125,125,125,125,0,0,117,8,0,0,0
Feb-16,NHS Scotland,NHS Tayside,T316H,Crieff Community Hospital,MIU/Other,93,93,93,93,1,0,79,11,2,0,0
Feb-16,NHS Scotland,NHS Tayside,T319H,Whitehills Health And Community Care Centre,MIU/Other,611,611,610,610,0,0,588,22,1,0,0
Feb-16,NHS Scotland,NHS Tayside,T320H,Pitlochry Community Hospital,MIU/Other,132,132,132,132,0,0,120,7,5,0,0
Feb-16,NHS Scotland,NHS Tayside,T357C,Links Health Centre,MIU/Other,501,501,500,500,0,3,450,41,7,0,0
Feb-16,NHS Scotland,NHS Western Isles,W106H,St Brendan's Hospital,MIU/Other,37,,37,,,,,,,,
Feb-16,NHS Scotland,NHS Western Isles,W107H,Western Isles Hospital - ED,ED,450,450,444,444,136,1,303,3,7,0,0
Feb-16,NHS Scotland,NHS Western Isles,W108H,Uist & Barra Hospital,MIU/Other,117,,117,,,,,,,,
Mar-16,NHS Scotland,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,MIU/Other,182,,182,,,,,,,,
Mar-16,NHS Scotland,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,MIU/Other,62,,62,,,,,,,,
Mar-16,NHS Scotland,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - ED,ED,7052,7052,6534,6534,2901,9,3749,142,251,66,21
Mar-16,NHS Scotland,NHS Ayrshire & Arran,A210H,University Hospital Ayr - ED,ED,4086,4086,3591,3591,1498,5,2291,157,135,67,5
Mar-16,NHS Scotland,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,MIU/Other,77,,77,,,,,,,,
Mar-16,NHS Scotland,NHS Borders,B103H,Knoll Community Hospital,MIU/Other,8,,8,,,,,,,,
Mar-16,NHS Scotland,NHS Borders,B105H,Hawick Community  Hospital,MIU/Other,59,,59,,,,,,,,
Mar-16,NHS Scotland,NHS Borders,B114H,Kelso Community Hospital,MIU/Other,7,,7,,,,,,,,
Mar-16,NHS Scotland,NHS Borders,B118H,Hay Lodge Hospital,MIU/Other,44,,44,,,,,,,,
Mar-16,NHS Scotland,NHS Borders,B120H,Borders General Hospital - ED,ED,2627,2627,2486,2486,1076,2,1375,145,29,2,0
Mar-16,NHS Scotland,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,MIU/Other,20,,20,,,,,,,,
Mar-16,NHS Scotland,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,MIU/Other,28,,28,,,,,,,,
Mar-16,NHS Scotland,NHS Dumfries & Galloway,Y109H,Moffat Hospital,MIU/Other,4,,4,,,,,,,,
Mar-16,NHS Scotland,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,MIU/Other,10,10,10,10,0,0,9,1,0,0,0
Mar-16,NHS Scotland,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - ED,ED,1131,1131,1088,1088,93,1,949,64,24,5,0
Mar-16,NHS Scotland,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - ED,ED,3203,3203,2996,2996,1135,5,1881,112,70,4,0
Mar-16,NHS Scotland,NHS Fife,F704H,Victoria Hospital (NHS Fife) - ED,ED,5618,5618,5262,5262,1555,17,3776,106,164,19,0
Mar-16,NHS Scotland,NHS Fife,F708H,Adamson Hospital,MIU/Other,138,,138,,,,,,,,
Mar-16,NHS Scotland,NHS Fife,F709H,St Andrews Community Hospital,MIU/Other,279,,279,,,,,,,,
Mar-16,NHS Scotland,NHS Fife,F805H,Queen Margaret Hospital,MIU/Other,1956,1956,1955,1955,12,0,1770,162,12,0,0
Mar-16,NHS Scotland,NHS Forth Valley,V201H,Stirling Health And Care Village,MIU/Other,1435,1435,1431,1431,1,0,988,45,401,0,0
Mar-16,NHS Scotland,NHS Forth Valley,V217H,Forth Valley Royal Hospital - ED,ED,5849,5849,5273,5273,1456,13,3350,66,964,24,7
Mar-16,NHS Scotland,NHS Grampian,N101H,Aberdeen Royal Infirmary - ED,ED,4984,4984,4613,4613,1358,7,3074,25,520,13,0
Mar-16,NHS Scotland,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - ED,ED,1599,1599,1584,1584,169,0,1365,0,65,0,0
Mar-16,NHS Scotland,NHS Grampian,N151H,Aboyne Hospital,MIU/Other,90,,90,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N331H,Inverurie Hospital,MIU/Other,10,,10,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N332H,Insch War Memorial Hospital,MIU/Other,16,,16,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N333H,Peterhead Community Hospital,MIU/Other,1472,,1471,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N334H,Fraserburgh Hospital,MIU/Other,848,,848,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N335H,Jubilee Hospital,MIU/Other,273,,272,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N336H,Turriff Hospital,MIU/Other,192,,192,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N337H,Chalmers Hospital,MIU/Other,272,,267,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N411H,Dr Gray's Hospital - ED,ED,2125,2125,2038,2038,426,5,1632,14,48,4,1
Mar-16,NHS Scotland,NHS Grampian,N431H,Seafield Hospital,MIU/Other,38,,38,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N432H,Stephen Hospital,MIU/Other,13,,13,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N433H,Turner Memorial Hospital,MIU/Other,78,,78,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N451H,Fleming Hospital,MIU/Other,24,,24,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N494H,Kincardine Community Hospital,MIU/Other,99,,99,,,,,,,,
Mar-16,NHS Scotland,NHS Grampian,N683C,Forres Health & Care Centre,MIU/Other,44,,44,,,,,,,,
Mar-16,NHS Scotland,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,MIU/Other,1441,1441,1385,1385,217,1,1105,110,8,1,0
Mar-16,NHS Scotland,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - ED,ED,2903,2903,2773,2773,812,3,1862,59,167,5,0
Mar-16,NHS Scotland,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - ED,ED,6138,6138,5430,5430,2036,20,3860,105,117,33,0
Mar-16,NHS Scotland,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - ED,ED,8215,8215,6790,6790,2501,26,5101,190,397,45,1
Mar-16,NHS Scotland,NHS Greater Glasgow & Clyde,G207H,New Stobhill Hospital,MIU/Other,1687,1687,1687,1687,0,0,1546,107,34,0,0
Mar-16,NHS Scotland,NHS Greater Glasgow & Clyde,G306H,New Victoria Hospital,MIU/Other,2686,2686,2685,2685,1,0,2381,300,4,0,0
Mar-16,NHS Scotland,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital - ED,ED,8011,8011,6815,6815,2505,25,5072,155,254,69,0
Mar-16,NHS Scotland,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - ED,ED,5489,5489,5452,5452,967,2,4499,0,21,0,0
Mar-16,NHS Scotland,NHS Greater Glasgow & Clyde,G516H,West Glasgow MIU,MIU/Other,1022,1022,1021,1021,1,0,936,79,6,0,0
Mar-16,NHS Scotland,NHS Highland,C106H,Cowal Community Hospital,MIU/Other,626,,626,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,C108H,Islay Hospital,MIU/Other,118,,118,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,C113H,Victoria Hospital (NHS Highland),MIU/Other,372,,367,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,C121H,Lorn & Islands Hospital - ED,ED,663,663,655,655,196,0,452,15,0,0,0
Mar-16,NHS Scotland,NHS Highland,C122H,Campbeltown Hospital,MIU/Other,527,,526,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,H101H,Dunbar Hospital,MIU/Other,220,,220,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,H103H,Caithness General Hospital - ED,ED,571,571,537,537,169,2,396,4,0,5,0
Mar-16,NHS Scotland,NHS Highland,H106H,Lawson Memorial Hospital,MIU/Other,17,,17,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,H202H,Raigmore Hospital - ED,ED,2863,2863,2667,2667,742,5,2108,8,0,9,1
Mar-16,NHS Scotland,NHS Highland,H208H,Nairn Town And County Hospital,MIU/Other,447,,447,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,H210H,Ian Charles Community Hospital,MIU/Other,98,,98,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,H212H,Belford Hospital - ED,ED,749,749,735,735,134,2,609,4,0,0,0
Mar-16,NHS Scotland,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,MIU/Other,445,,445,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,H215H,Portree Community Hospital,MIU/Other,199,,199,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,H217H,Ross Memorial Hospital,MIU/Other,154,,154,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,H219H,County Community Hospital,MIU/Other,177,,177,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,MIU/Other,346,,335,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,H227B,Aviemore Health Centre,MIU/Other,183,,183,,,,,,,,
Mar-16,NHS Scotland,NHS Highland,H227H,Mull And Iona Community Hospital,MIU/Other,70,,70,,,,,,,,
Mar-16,NHS Scotland,NHS Lanarkshire,L106H,University Hospital Monklands - ED,ED,6074,6074,5792,5792,1994,7,3904,88,81,4,1
Mar-16,NHS Scotland,NHS Lanarkshire,L206H,Kello Hospital,MIU/Other,62,,62,,,,,,,,
Mar-16,NHS Scotland,NHS Lanarkshire,L207H,Lady Home Hospital,MIU/Other,85,,85,,,,,,,,
Mar-16,NHS Scotland,NHS Lanarkshire,L302H,University Hospital Hairmyres - ED,ED,5463,5463,4868,4868,1583,8,3765,89,18,127,30
Mar-16,NHS Scotland,NHS Lanarkshire,L308H,University Hospital Wishaw - ED,ED,5730,5730,5190,5190,1316,13,4233,73,95,43,4
Mar-16,NHS Scotland,NHS Lothian,S108H,Edington Cottage Hospital,MIU/Other,110,,110,,,,,,,,
Mar-16,NHS Scotland,NHS Lothian,S116H,Western General Hospital,MIU/Other,3782,3782,3124,3124,1188,0,2591,3,0,229,127
Mar-16,NHS Scotland,NHS Lothian,S308H,St John's Hospital - ED,ED,4804,4804,4445,4445,1077,11,3647,69,0,34,6
Mar-16,NHS Scotland,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - ED,ED,10321,10321,9564,9564,2816,22,7283,200,0,145,23
Mar-16,NHS Scotland,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - ED,ED,4683,4683,4584,4584,524,1,4157,1,0,2,0
Mar-16,NHS Scotland,NHS Orkney,R103H,Balfour Hospital - ED,ED,496,496,490,490,152,0,338,5,1,0,0
Mar-16,NHS Scotland,NHS Shetland,Z102H,Gilbert Bain Hospital - ED,ED,607,607,586,586,171,0,416,3,17,1,0
